Text,Sentiment
zion cup and handle pattern the stock would confirm the pattern by breaking up through the 22.8,1
gevo broke out of a bull flag pattern to the upside today and the move was accompanied by high volume,1
added to holdings in aap bid fb in ah also holding ddd down to 25 percent cash,1
bac hawken has a price target of 11.50 estimating the company will earn 95 cents in 2013,1
nice one from marketshare or margin the aap dilemma,1
dpz nice intraday upward reversal adding to the bull flag keep on watch for move over 46,1
tex another nice bull flag watch for the macd to signal next breakout,1
wh also a strong day today looks ready for the next leg up,1
gmc keeping a nice consolidation should make a big move soon macd and si turning up,1
aj really strong up here but caution overbought si and declining macd,1
cen nice gap support looks ready to head higher,1
wynn nice bullish consolidation could pop soon,1
vs similar pattern to wynn bull flag building keep on watch,1
a in a clear downtrend with no sign of relief,-1
also not very healthy fell back below dt line after breaking it si weak macd turning down,-1
nfx hammer on the breakout back test watch tomorrow for a bounce,1
intc anyone have any thoughts on how late algo trading and option oi will affect the stock price tomorrow my guess 20.50 to 21.50 at close,1
need body parts ihi syk mdt zmh nice call bsx,1
aap qih the cheapest most transparent china play is apple i avoid soes management decisions based on guanxi and party interests,1
a36 tran as i said many times aap big money is shifting towards this stock to that what i did 11121314,1
ow breaking out to a new 52 week high,1
g has been quiet lately good to get in before the pop,1
if over 19.60,1
intel earnings to capex and mobile matter not eps i mean is the pc biz decline news to you intc hpq aap de amh,1
new blog post watchlist f kbh gpx ssq sbx csod hd wt ocn ebay tex i chk itg s,1
bac hope for a consolidation at this level if it drop it will stop to 11 support nxt 4 to 5 day s to come back to12 in my opinion,1
hot osers fns tsx intc amn jds,-1
geo nice pop this morning moving stop up to breakeven,1
long aci 7.39,1
cee to to be clear to no chasing to entered monday ong,1
adbe continues to weaken not following market short on break under 37.60,-1
v so far found support on the ceiling of the old channel will look good if it holds above it,1
adbe continues to weaken not following market short on break under 37.60,-1
shw to ong 131.42 trailing stop 140.12 from 4 stops of 138.36 125.06 122.79 and 118.70,1
bac fully engaged within a secondary reaction off of its 12.43 high on and points to 10. target zone,-1
bac still see this getting back to 10.50 possibly lower when the overall market pulls back next month,-1
g two weeks away from its earning ready to rocket within two days,1
aap the 497 area will likely fail,-1
wh gap filled,1
monday aap said 500 pin to still confident of close to a 500 pin for to take a look at this crazy oi spike,1
stt strong bounce today continues to make new highs to been sharing this one for days now nice run,1
csn another sa article for the ongs,1
aap percolating perhaps a push above 500 soon,-1
swy to corn on a run bears getting the cob swy,1
aap wall st most hated stock currently careful short anything short of disaster will be viewed positively bit risky long,1
fio insightful analysis on how fusion io is avoiding commoditization via,1
mcp sorry kids but nissan siemens equals not getting in the mining business but have some fun buying whatever somebody is trying to unload,-1
csn i know its a crazy thought but what if this goes green by eod,1
schw to breaks out of flag,1
gs ask is being pummeled managers cannot miss this and afraid they are missing the train,1
wh nice rounded reversal pattern intraday since the gap fill,1
esf spikes off bottom eading stocks comatose but still leading wake p ocn sbgi nsm five gnc makes you say hmmmm,1
amat reached very high overbought conditions i will wait for a pullback to enter long,1
aci option trader buys 20 thousand of the feb 7 puts on a hard offer vs oi of only 1400 earnings are feb 5 bmo could be a hedge against long stk,-1
zion stalking cup and handle potential breakout with anemic volume on handle breakout candidate,1
vfc to we are short this one again to bulls need to hold the support it is in now or the break could be significant,-1
bac anyone think this might slush and fall below 11 today,-1
big boy stock ge starting to build a very constructive right side of a current 14 week cup base,1
aap this possibility exists,1
egarding going into kss wmt tgt tjx oss you see so many copycat clothing items reminds me of cox 70 sub 1,-1
dnkn not seeing a lot of talk about this one but put in another nice day in this steady uptrend,1
green weekly triangle on essx updating,-1
applesoft no it was not different this time aap,-1
green weekly triangle on hban updating,-1
ltra base tek step it up,1
in dec ge long in the ias under 20.00 stock had plague now world loves it 22 tells me we headed down now just as then knew we heading up,-1
an to eversal confirmed closing nicely above the 20 day of 9.47 also confirming today imm chk others i like,1
wk portfolio ddd dnkn ft invn kos nkd mov ntsp ax scco sca ssys v,1
invn reports next week and is 3 with a 13.5 percent gain this year watch cup with handle to wkly,1
ntsp is the laggard in the portfolio down 2.03 percent for the year closing in on 50 d ma,1
achc i might be crazy but this stock is rising ow volume however price matters first,1
short term bearish on cyh as it now goes parabolic above the upper band of its uptrend channel,-1
cst watch for inverse head and shoulders 20 day s2 calls over,1
watching hov for a bounce to the upside it appeared to touch 61.8 percent fib at last fridays close,1
bont a gap up like this may cuz it to go little higher to test 14 but we retest 13.00 for sure,-1
fie to decending triangle with possible bear flag last week open gap at 36.38,-1
dgi toppy,-1
bac bank of america will ikely double again within 3 years these stocks are in my ia,1
shd to appearance of a 180 bullish cup and handle someone has put on a spd,1
tight consolidation above 9 expontential moving average is quite bullish so im stalking sii for a potential long entry,1
ew into gap over 95.00,1
foe over 4.60,1
pab has resistance from june to sept but over 6.21 to start a trade,1
xray over 41.00,1
cnk to potential head and shoulders leading into boj bit ly and xstzag,-1
ooking for this to catch up to other nat gas producers like ng bought feb 18 calls chk,1
scss usually likes to make a run to 30 to 32 when at these levels bought feb 30 calls for swing,1
fridays high quality breakouts still within range of their pivot points tv tmi oc wt mdz feic ha sb otex,1
aeo technica tades watch ist tonight these 20 stocks have the good characteristics with the market being strong,1
cgx technica tades watch ist tonight these 20 stocks have the good characteristics with the market being strong,1
cvt technica tades watch ist tonight these 20 stocks have the good characteristics with the market being strong,1
gdi technica tades watch ist tonight these 20 stocks have the good characteristics with the market being strong,1
sm technica tades watch ist tonight these 20 stocks have the good characteristics with the market being strong,1
the only surprise is upside with more negative aap news it feels like a short term bottom is coming,1
bac bank of america is the best bank stock on the dow,1
deck this sucker moves both ways this time i like it long,1
zion when banks pull bank this becomes a teenager,-1
iberty media reports increased stake of 50.25 percent in sii breakout watch over 3.19,1
goog to has potential for slightest disappoint stock could gap 50 points down to did it to fourth quarter earnings of 10.58 per share,-1
goog november repeat 760 to 660 good put spec call here,-1
ddd seems over bought everyone raising point ath etc eminds me of aapl at 700 at the same time i want to buy,1
bullish qih aap ibm,1
goog glasses will definitely give aap a run for their money,1
gs you might get to start a position at 140 then add more at 138 if we get there,1
sorry guys but netflix bulls need to hit the pause button nfx,-1
ng from watch list sneaking over line on volume of 4 percent ave full day,1
open table over line form watch list to volume just 7 percent of ave full day,1
buying back the goog i sold in 730 on the stream a few weeks ago,1
en shot 250 41.70,-1
vvtv to we are in at 2.55 per share this looks like a good one its moving up already to we will sell at a 7 percent gain,1
co pointed out this weekend to huge outside day to bearish engulf took out all of jans gains watch,-1
o to i am starting to see blu everywhere very small portion of business but holiday sales may have been bte,1
anf to si overbought small position puts,-1
ooking to add to bji shrt and puts today to eat,-1
intc by 500 21.10 stop 19.00,1
xf moving with vome again today and at resistance close above 17.20 and im grabbing some gs jpm for swing trade,1
further proof bby is trying to tank it on purpose to go private on the cheap the great gift card giveaway 2013,-1
ko made with sugar is sold at local cost consumers prefer that in ca cola should make shift nationwide im bullish sbf spy,1
va to ong 43.07 trailing stop 60.12 from 12 stops of 58.98 54.53 52.45 48.05 47.32 41.32 and 39.57,1
i was looking at cs for a potential bounce play with aap earnings but imo aap wont do 13 eps even if it does guidance will be key,-1
d pays a nice dividend tomorrow and holding up well would like to see it close above 10 longer term looks good to 14 in my opinion,1
ddd to ong 27.95 trailing stop 46.44 from 9 prior stops of 45.23 42.35 41.70 39.03 25.44 and 22.93,1
wfm looking really good here breaking this dt line on good volume so far,1
on any significant volume over 11.30 in bac its a good entry in my opinion,1
ddd strong winner buy right and sit tight darvas would said hold em until they stop moving,1
a nder armour option trader buys 3200 calls before earnings betting on 6 percent up move,1
bac run dont walk,-1
mcp i like the company but no,-1
kb homes kbh price targets spy,1
dn buying this flag breakout entry 6.49 stop 5.98,1
sanw piper puts 14 tgt on it today they did recent offering would love to know what they said i think will be a quiet year pricewise,1
pw making a new 52 week hight today on good volume,1
kbh breaking out,1
in about 20 minutes some yutz in his 70 will leak goog earnings at some firm that should not exist deep in the bowels of wall street,1
kbh big move today at resistance,1
when goog beats estimates stock averages 2.7 percent gain when it misses shares fall 7.9 percent via user,1
chk just ripping,1
i was big fan of amzn but daily and weekly very heavy now take your gains selling calls wont be ok,-1
kudos to tim cook 4 pushing e to wed emember mk weekend 2 year s ago and day b4 e when steve jobs went on medical leave 4 last time aap,1
most eading stocks lagging esf amh ft others displaying climactic action ddd mtz positive reaction 2 aap eps is a bull trap,-1
green weekly and monthly triangle on isis updating,-1
bzh beazer homes sa option traders getting bullish before earnings buying over 8 thousand calls,1
green weekly triangle on ampe updating,-1
an no serious resistance till 10.00 10.17 just getting started likely,1
snfca moving stop tighter after seeing reaction to resistance,1
spy dismal volume today it appears everyones waiting for aap to release earnings before they take a position,-1
goog i made a slight change by relocating wave 3 to last fridays low,-1
ed weekly triangle on ft updating near to end the trend,1
kex closed 3.37 called the long at 3.08 biggest winner of the day1,1
ibm apparently the numbers were good,1
goog lower trendline adjusted,1
chk looks like an intermediate term bottom,1
txn why down in ah on beat,1
green weekly triangle on depo updating,-1
goog is the best chrome on ios it better that safari goog innovation is far better,1
ok correction wdc 15 to 16 year highs,1
goog short 738 think they will sell into the open tomorrow would be lovely and same procedure than every quarter good night guys,-1
goog thank you for the sake of my calls will love to see you go higher in the morning,1
aap 3 scenarios to watch ahead of apple earnings and the resulting price action,-1
kex with volume continuing i see this going to 4 pretty easy to long today right above 3.00,1
tsa some nice pve here but got rejected at 35.50 area again keeping on watch for a push through,1
ibm goog aap fb compq spx 79.6 percent of SP500 500 stocks overbought,-1
wh held above previous days lows continuing bounce from the gap fill si back above 50,1
gmc havent missed the party yet still consolidating could go any day,1
aap anyone have any suggestions for bullish positions assuming 5 percent increase after earning 530 long calls seem to have limited upside,1
vmw testing its recent uptrend here not real impressive as of late si now in bear country,-1
aapl so aside from simply levering on common stock or writing puts any other risky strategies to play earnings for maximum reward,1
sgmo monthly,1
id guess if there were other aap issues with the magnitude of maps wed know it by now,1
id buy an ipad if i werent wedded to 64 bit gigaflops gigabytes of am and inux aap,1
aeg over 28.23,1
homes are building to kbh may break over october levels to over 17.20 or 17.26,1
ffiv another css falling through lower trend support today seeing a trend here,-1
good stuff google earnings eview hopeful signs in a multi screen world goog xk,1
i dont know about nok and imm but i suspect mr ballmer wont make his numbers msft,-1
positive goog earnings pushed nqf higher and it finally looks in sync with esf and ymf qqq spy dia,1
bloomberg morgan stanleys ist of companies with higher odds of a takeover offer fs is a takeove candidate,1
fao is deciding its direction,1
goog much better positioned than aap does not rely on hardware sales less competition search monopoly better vision,1
csx ceo on cnbc now,1
mcd whats the news,1
ibm up 3.7 percent in pre mkt goog up 5.2 eaction to tech good despite warts on both quarters,1
well mcp top short from 11 to zero still in play same goes with vxy from 12 and tvix from 6 all three will evaporate to nothing,-1
coh defended the 50.50 to 50.60 area a few times,-1
im long athx 1.34 and d 10.02 to .26 dividend paid today now unit cost is 9.76,1
athx break out above 1.35 with buy stops to 1.50 range easy on this wait for first hr to shake out and volume to come in stay ong stay stong,1
deck short 38.10 bear flag working,-1
xec short 63.90,-1
amzn short 268.57,-1
deck out half short .50 cents,-1
invn also over line to from watch list this a trade to top of red candle on the left,1
midd to ong 97.69 trailing stop 118.01 from 10 stops of 115.61 113.95 110.38 99.33 95.82 90.46 and 87.31,1
another actionable alert with the kbh 18 feb calls thanks,1
ibm and goog adding to gains in regular trading hours i like them both but i prefer goog above 745,1
amzn out half short positive 1,-1
if goog holds up above 745 today on good volume very bullish,1
did you like my ibm calls and goog calls from last night,1
vxy 10 by eod aap ramp,-1
xec out half of short .50 cents,-1
amzn covered short positive 1 now long 267.61,1
vxy da bears wacked again gap fill from yesterday 10 on aap 15 percent rev beat,-1
xec out .25 of short positive 1,-1
ddd i sold my position way to early at 45 having bought at 30 good trade but left quite a bit on table ooking for pullback,1
do you have a strategy for setting stop loss on a winning stock what about setting at the 10 day ma if stock is above fdx,1
bac indtitutional buy 11.30 large block,1
tues gave sell on amzn because i was concerned for but he was out good thing,-1
i get devices shtick but still dont think de deal helps msft at all in short or medium term via user,-1
oh and 1 comment on my post from a guy with 45 target for msft by end of second quarter a tad aggressive,-1
qsii getting close to the big gap above si a good indicator here,1
goog nice jump,1
oy oeilly automotive inc option traders making big downside bets selling 27 thousand calls buying 17 thousand puts,-1
amd 2.72 is pretty much the pivot resistance here if that breaks we could see 2.83 quickly,1
here is the amzn with the down target magenta at 260.43,-1
oy massive 80000 contract 8 way rolls bullish trade in oy into a call spread collar,1
yes it is working fine isis might i will post a update today,-1
goog clearing next buy area per video this morning,1
fcfs fourth quarter beats on top and bottom guides full year below estimates evs positive 24 percent yoy net income positive 30 percent yoy,1
fcfs expects to open 75 to 85 new stores in 2013 the majority of which will be in mexico,1
green weekly and monthly triangle on isis updating,-1
swy to clean up isle 6 7 and 8 we have short sellers bleeding out everywhere,1
nobullshytrader i will post a update soon snss,1
ed weekly triangle on snss updating for complete study check,1
mentioned it was poised yesterday congrats big be ibm p 5 percent near all time high via ibm,1
bought a little aapl at 510 pressing my position a bit because goog to me is just prooof of an expanding mobile pie,1
fs just looking more and more like a head and shoulders pattern here,-1
why i boght a little more aap today pre earnings or how to break all your own rules because of a feeling,1
1 of 2 the game the momos have to play now is what stock will pop next on earnings price action today says nfx,1
swy safeway inc bullishness in march calls for earnings,1
nfx third quarter 2012 operational cash flow was 150000 vs third quarter 2011 of 49 million 99 percent decline q over q,-1
most eading stocks lagging esf ddd ssys aks others displaying climactic action afsi ad snts aap at bat tighten stops,-1
mea si macd and kdj are saying its still not time to here monitoring stricly for an entry point lower,-1
vxy 9 here we come to aap blowout,-1
vxy aap blowout huge dump aap miss pump vxy dump,-1
aap apple had 58 billion in current assets and 92 billion in long term marketable securities mostly probably treasury bills,-1
aap plus another 26 billion in off balance sheet liabilities mostly contractual commitments to buy parts from suppliers,-1
aap so apples true stock price is really about 430 this is the starting point for understanding the companys valuation,-1
ddd exhibiting climax run characteristics ate stage base 30 percent and in 2 weeks extended over mas violating upper trendline etc,-1
hov to havent looked since selling in november to nice move in dec prexmas,1
bcm i work in this industry dont just look at smartphone they are everywhere in the network and comm and server hardware space,1
yeah i have to think aap is an underpriced value stock,1
i suppose i should tweak my guess again eh aap,1
ed weekly triangle on cb updating,1
swy nice volume today,1
msi to glad i waited until b4 placing close stop not hit now can breath much easier as it is up for the day,1
af no complaints as it confirms m break out,1
ibm and goog earnings beat and spy barely budged ooks like aap needs stellar earnings to keep bulls raving more than 14 per share,-1
nfx murdering shorts wow,1
i think the same aapl iphone lost the wow factor,-1
nfx shorts destroyed now if aap beats nicely the market is gonna have an orgasm,1
aap das and 2 percent gefllt mir nicht,1
aap down we go,-1
cant wait fo aap to go back to 400,-1
aap sell sell sell,-1
aap wow my god,-1
aap wooooow really bad i wont touch the apple stock wild ride,-1
aap believers will never give up the competition has caught up and aap will have to lower prices or lose revenues 425 coming soon,-1
aap with 137 billion in cash that is crazy,-1
vxy 10 on aap conference call,-1
aap like the guest said aapl is lacking innovation,-1
i dont care what anybody says nfx may have a little earnings boost and i stopped out but the macd divergence is there will short again,-1
id buy mon im waiting for a more serious pullback to get cheaper but not sure if that will happen what do you think 98 to 100,1
green weekly triangle on fnfg updating check blog,-1
aap breaks low from im just saying even here down from 700 i feel there is more stock that can be sold then money to buy it,-1
aap what does al gore know that we dont,1
apple call cashead and shouldersecurities 137.1 billion vs 121 billion 16 billion increase thats less 2.5 billion in divs and 2 billion in buybacks too but 92 billion offshore aap,1
aap 600 is too far highly unlikely crosses 557 ever again will c to more than likely now 425 is next level 2 watch,-1
aap from earlier stay away from failed patterns,-1
aap next stop equals 430,-1
spy afterhours thanks to aap fail is coming in hard and fast,-1
aap i shorted after e and win but now its oveeacting stock will be around 475 to 85 by eod tomorrow,1
charles sizemore on straight talk about money to sizemore insights msft de,1
instead of the classic m night shyamalan twist we got the recent m night shyamalan disappointment aap,-1
aap hedge fund hotel margin call switchboard blow up tomorrow,-1
aap anybody remember how i said theyve reached saturation point now wheres all of the guys who laughed,-1
aap 2012 god and quarterly histograms ed 460 done still work to be done below shared jan 15,-1
aap no volume support at these levels until 420 broadening top looks complete well see,-1
nfx is the easiest long side swing trade right here,1
if you are reading my scaling plan sequence yes my high level for p is 5.80 snss but a few swing will show out remember that,1
aap 462.50,1
ggc to textbook from the watchlist volume showed a clear indication on this one was easy,1
talked about this possibility a few months ago aap qqq ndx,-1
actg possible breakdown tomorrow,-1
h broke support today and may drop out of the channel tomorrow if it does watch out,-1
hfc 2 day performance positive 3.7 percent short term traders looking to lock in some quick gains a breakout from here would still be buyable,1
b bearish,-1
vhc another one i may buy tomorrow looking nice,1
not feeling heop good luck,-1
tso is on a good upward run but a resistance level has formed at 45.44 keep it on your radar,1
bcn higher volume often indicates reversal points technicals and saying the stock is about to take off,1
bac december 2012 was a solid channel up with two bull flags january 2013 is seeing a solid channel down form bear flag in formation,-1
hc if you go to their website it is a quasi ddd type play it really hasnt give entry point post earnings excellent risk and reward none,1
cs short setup,-1
aap i told you before the after market,-1
aap the support is 430. is the real value of the company to day,-1
proptrader you have the january affect of new inflows and new money wasnt going into aap clearly,-1
cs reports after the close big growth expected but may not be enough more than 50 percent of biz with aap,-1
aap compq apple sinks to nasdaq,-1
hao ong setup perhaps my best recent winner long this name needs to clear 8.44 and .50,1
new post aap has disappointing quarter its bear phase esumes,-1
aap under 450 gets ugly ive been saying for a while aap hits 400 in 2013,-1
aap i have been warning people to stay away from this stock for a long time its cheap i agree but stocks always can get cheaper,-1
went to vz last night phones today are all competitive ots of gd choices samsung android heck i may go back to flip phone aap,-1
fio fugly,-1
swy to running late today had to run to safeway and get some coffee again to i really should cut back goal is get to 1 pot a day from 2,1
nfx what a brutal short squeeze positive 40 percent i hope to see the same on bcn znga vvs amd gtat and so on,1
the bigger picture looks even more frightening for aap perma bears check this from my friend,-1
aap back to 350 i would buy hand over fist until then its still inflated valuation now longer a growth story its new msft,-1
nfx no stopping next stop 160 if it goes to 130 in the near future then going all in,1
aap 465 is resistance and heading to 435 in the near term,-1
415 to 425 by end of week in my opinion aap,-1
athx doesnt like 1.35 but i do staying long for a week or two,1
out of aapl long from 2009 still up 10 percent but what a learning experience this stock has been study,-1
ebay early morning bounce holding support and 10 day ma,1
wnc bounce from 20 day and about 8 cents from our line on volume of 12 percent ave full day,1
znga is about to take off watch out shorts,1
amzn beauty,1
in aap 420 puts at 8.78 stop if it breaks 453 again out at 11.75 figure i make the best trade of the year on aapl worst,-1
aap head and shoulders pattern plays out one for the textbooks,-1
any still not done,1
ow a few cents away from point 38.30 dumping more of position here for great gains,1
vs breakout back test right here would be a good entry point for anyone interested in this name,1
fio considerable selling pressure due to aap link aap and fb account for 50 percent and of revs aap guided capex to 10 billion positive 2 billion y and y,1
aap ong for trade,1
aap the buy is on 430 to 440,-1
aap just remember knees and toes come after head and shoulders,-1
keep ostk on your watchlist to breaking out from a huge cup w handle pattern,1
bc from watch list triggered on tuesday its move today 147 percent volume to above top b band to set stops,1
true that i think market is telling aap not to let go mobile to the way they lost lap and desk top to goog msft,1
vmw short 97.01,-1
amzn short 275.13,-1
deck love this price action and all the people that made this call yesterday on this stream ggs for wife for life,1
cen breaking out,1
axp coming off catfish buy extreme fractal buy and an orange dot buy and chaos event pwmo2,1
aj entry 18.35 stop 17.22,1
ed weekly triangle on pby updating more inform on,1
si vfc cae bajo 14553 entrar cortos stop loss en 14655,-1
ong in bbby after beating 15907 stop loss in 5974,1
you are here aap,-1
ong term bullish as anyone but dont underestimate tsas ability to print an ugly candle today oves to sell off in the afternoon,1
msft thinking of buying this one for swing trade vome is huge today and breaking out above resistace,1
aap 1000 lot bid in the next weekly 470 calls at 5.30 36 delta option could create support with the stock or slight rally,1
no 1 is talking abt demarks botched aap call media always parade the hot hand so masses b under the illusion that experts know something,-1
its a racket out there and the media is on it else they would have taken every expert who had been pumping aap all along to task today,-1
bac consolidation in progress 33 percent done,1
reports next wed atw barclays starts at overweight,1
msft nice breakout earnings after close,1
buying nfx 140 puts for tomorrow 1.70 avg,-1
aap close would like to see williams back under 80 line to si back under 30 last time gain huge,1
my spot on y u wanted to avoid aap pre earnings with yahoofinance starts at 2 min mark posted yesterday,-1
adio spot with today talking iwm leadership why new highs on spy are likely and of course aap,1
fbhs to another tons of these out there right now,1
since blog weve found many patterns tmb fbhs eqix find others with his screen,1
gs 140 to 142 feels about right to enter swing position,1
vxy added 2 tranche short 11.33 dead cat bounce done ba bull,-1
acx phase iii statistically better than st of care morphine 5 billion market conservative 10 percent of mkt at 1 times sales equals 10 stock xv bbh,1
aap added some here,1
goog 15 min dot alert subscibers have made out hge on these signal omg that it serious good,1
dakt volume indicate coming explosion to the upside entry 11.72 stop 11.21,1
h broke support today and may drop out of the channel tomorrow if it does watch out posted next 5.25 then 5.00,-1
x option trader appears to have put on 9 thousand bearish put spreads in the jul 20 to 13 puts against lower open interest in both strikes pos hedge,-1
msft breaking out of solid consolidation and accumulation ive outlined 3 areas of strength in microsoft,1
ebay ripping nearing point around 55.50,1
i dont trade stocks but my system warns declining prices in aap since sep 2012,-1
h closed below daily t,-1
aap downgraded at jefferies to hold from buy jefferies said 500 price target,1
aap oppenheimer reduced price target to 600 from 800,1
aap bc capital lowered price target to 600 from 725,1
aap hilliard yons give a buy rating in a note issued to investors on thursday,1
nice gid working on a very nice bullish base,1
aap netflix is overpriced but apple is on sale,1
watchist vbd cox csc cof all need confirmation but if confirmed,1
aap in a 12 hour short sale ban at present wonders never cease much like the sentiment shift on stream here,1
nfx is going to the moon easiest long side trade for the long term,1
watch list stocks that triggered as new buys today included to wnc dgi nti xay if hta,1
mcp i seem to be the only joker gaming a position here amongst all you speculators,1
aap what the analysts are saying,1
aap to should see a bounce between 425 and current price over next few weeks but ultimately heading down to 400,-1
aap down 60 and vxap down 11 good that vxap is not tradable else many would have hedged their aap shares by going long vxap,-1
dis bearish to downside to 51.50,-1
bbby to bearish back to 57 easy from 58.99 or any higher,-1
ibt to volume lower than today and red brings this back to 21.50 from 23.06 or higher,-1
tpx to easy short on next move higher to 50 just like imm wait for surge then 3 to 15 minute red bars with volume and short away,-1
apo to eversal confirmed with increasing volume,1
vvtv bought this long for wealth position overnight from 1.80 to 1.90 during xmas as it was same column as ebay on finviz selling now 2.70,-1
vng been sleeping for too long now predict about to wake up with big volume surge as catalyst higher levels 4.50 shot from here 20 million m day,1
amd bailed out at 2.70 dropped under 2.50 thought good but may rebuy in now as going to 3 with catalyst confirmation by end 2013 to 6.00,1
kbh is my trade for tomorrow as long my conditions are met i will shot at 18.24 18.2118.1718.1418.09 18.04 and cover 17.2017.10,-1
apa back over 83.55,1
anad over 2.54 or 2.70 we like these two level set ups,1
tho will enter on confirmation tomorrow looking great no pos yet,1
gtat closed above its 50 simple moving average macd continues to trend higher near to cross above 0,1
aap why so hard to comprehend classic pump and dump asset bubble after jobs died one last pay out parabolic 700 back to normal stock,-1
brain fart in earlier post meant zagg not deck aap buying ddd and distrib designs via itunes b great 4 adsk too,1
kcg i wonder who keeps painting the tape with these few hundred share lots in the am ast few times we rip during the day,1
amn penny stock alert this thing will be worth cents before the end of the year,-1
mcp when i look at the volume v price most of the transactions were around 7 this morning equals line the sand for now,1
ovi on watch list has volume of 10 percent of ave full day to over line a little,1
anad on watch list over 1 line with volume of 17 percent ave full day,1
fbn on watch list over 1 lien but under the 200 day ema with volume of 19 percent ave full day,1
wpi to whoopie changed its name to actavis act to sounds like a bowel health yogurt or an ows protester to we are still short,-1
a 4 to 6 point pullback would be reasonable after a move like that nflx,1
tibx getting some love today gap fill around 25,1
stocks on watchlist higher hope ur listenin f kbh gpx ssq sbx csod hd chk ebay tex i itg,1
no follow thru on nkd out for a 60 calls profit oh well,1
cs looking to make a move over 29 looking gd i dont trade into earnings but to do after down from 31 just last week and off because aap,1
come over to the cs train left the station can jump on in at 29 stop after that moving onto to 29.21,1
mcp testing highs stops getting hit,1
pcn any close above 680 is bullish today i love the vome if the big boy want it i want it too,1
39.50 on ha is a big intraday level to play off today,1
aap go baby go 425 to 440,-1
nice deals of the day chy 4.5 million shares secondary priced o and n 25 now at hod 27.19 mcp trainwreck also priced 37.5 million shares 6 now 7.34,1
amzn is another free money trade for today we will see where it lands today at the close,1
aap trader keeps reloading selling in 250 lots in the feb 445 puts negative 49 delta option could create support or push stock up temp,1
gtat holding 50 simple moving average ooks like the stock could try and take a trip to 3.62 if volume comes in,1
aap doji being put in on 60 min after 7 down candles,1
aap should buy a gold miner at this point and just drill the earth with their cash hoard be evil campaign mix it up,1
cs is looking gd at hod only next station we pull up too 30 then my end point is 200 day magnet to 31.84 still about 2 points away,1
gmc looks good filling gap up to 50,1
this market is rollling over folks study days green with momo stocks leading this market lower aap vxx,-1
gmc looks like the free money trade for today headed to 49 so far so good,1
ooking at fb and cst for longs next wk,1
took off my final ddd piece at 70.6 long from 35.2 positive 100 percent,1
i dont have a tech friend in world that owns the stock thats why pcn no one believes anymore,1
why would you buy aap when you can buy cs where the growth is as aap sells ipads and iphones like crazy cs benefits,1
nkd the next nfx,1
aap by by 440 next 425,-1
cs still getting squeezed laugh agreed for another 2 points,1
gap filled time for aapl to wake up,1
aap i told you,-1
anybody else hearing about one of the large credit card payment processing firms being down unable to process payments ma v axp,-1
aap weekly si finally back under 30 to 1 time since autumn 2008 by lower trend line williams 80,1
anad looking to break out over 2.70,1
my pal has me all jazzed about tsa which i just bought for first time better be right nailed this and my axe on it,1
aap bull trap here,-1
faved aap it must be close to the bottom because im making money on the short side,1
sh enfuego maybe icahn long,1
aap ouch,-1
gs got some 145 calls march options today will leave them probably till expiration,1
swi was a beaut,1
next time you see a free money trade free tweet then ignore at your own risk amzn gmc,1
aap has a herculean task ahead at 465,-1
is it the doomsday for aap,-1
aap hmmm ower on volume will see,-1
aap ouffffff,-1
aap we are long 445 and mostly thru call ratio back spreads 2 to 1 ratio 460 to 440,1
zeno123 an of course looking at intra day is irrelevant for swing trading no sign revrs,-1
some listened to my big signal on nvda this morning and are shocked how fast that money was,1
aap sharing a few thoughts have a great weekend posted video,-1
vng to taking an overnight position for few days 3.30 looks prime to someone accumulating some here to for something,1
cen hitting resistance near 84 again today imo when it breaks it will be a big run to new highs,1
schw to new 52 week hi and looking to close on hi to like it to we will buy more,1
csn good luck to everyone holding long cancer patients need this more than we do,1
aet dva nice job shaking off the hate and closing with bullish doji candles for the day,1
aap failed to get a candle close over the 50 percent retrace on the day inverse abcd imo,-1
aap is dead no 2 ways about it,-1
netflix had a great year this week up 71 percent wow nfx,1
glad that the easy money trade is over every joker thought that making money in the market is synonym with getting long aap,-1
cat ooking for miss gap fill to 89,-1
invn nice follow through day with great volume again,1
some breakouts today agco cam f gmc ha jec kac mcs mos nke osk pg tex tmo too,1
dont shoot the mailman point and figure target aap ndx qqq sorry heads,-1
the phase irrational exuberance comes to mind when thinking about the absurd valuations of these companies amzn cm ax nfx ddd nkd,-1
adnc now that the gap is filled other set ups i like mcp chk wcg apo,1
coh to no,-1
zmz to this looks like a big power move to 24 doing more research on it now see short intetest,1
sem see this going down,-1
aap next stop is 435 low for today was 435 this stock may be dead but follows technicals to a tee,-1
af as noted to clear buyable action on tues close positive 3.9 percent for the first week support now near 51 moe hee,1
cam to closes the week strong after a decent first day action positive 1.5 percent coupled with an increase in volume moe hee,1
qgc seems to be finding long term range between 18.50 to 8.50 this should be more of a position trade where you can accumulate lower,1
i thought fio is pure fb play flash what do u know that analyst dont fb maybe losing the youth but the kiddies ove instagram,1
hp after 7 straight green days that little red bar is signal to switch tracks to red for some normal profit taking,-1
cboe the decreasing volume that slight red bar indicates after 19 straight up days its time to switch to red bars and take some profits,-1
hes decrease volume now and a red bar will send this back to 57 to 2 points to be made more if goes higher to patience and wait,-1
ha this gets one red bar size will ruin from jan to now in 2 days target 46 to 4 points or more to made if goes higher wait for first red,-1
